Index,Day,Month,Year,Initials,SVL,VT,R,Weight,Sex,Page,Comments,PredictedMass,CorrectedMass,FinalMass,,
820285,5,10,1986,AC,259,286,C,630,M,84,,516.2412223,629.5624662,630,,
820799,,,1986,DN,172,194,C,226,F,84,8 E,184.4775655,224.9726408,226,,
821041,5,10,1986,DN,221,256,C,405,F,84,0 E,328.9579174,401.1681919,405,,
821153,6,11,1992,AC,201,205,C,345,F,84,,286.6572717,349.5820387,345,,
821153,,,1986,DN,182,194,C,239,F,84,0 E,197.0786,240.3397561,239,,
821248,17,12,1954,WD,131,151,C,104,JM,85,,84.55125153,103.1112824,104,,
836609,17,12,1954,WD,147,160,C,124,JF,85,,101.8727834,124.2351017,124,,
837169,3,10,1986,AC,192,90,C,253,F,86,0 E,231.3582562,282.1442149,253,,
837408,17,12,1954,WD,190,216,C,330,F,86,,268.9784077,328.0224484,330,,
844801,17,12,1954,WD,124,136,C,74,J,86,,60.71204742,74.03908221,74,,
844829,17,12,1954,WD,215,223,C,400,F,86,,331.4051352,404.1526039,400,,
844831,17,2,1954,WD,202,212,C,360,F,87,,297.6595088,362.999401,360,,
845629,,,1986,DN,186,205,C,285,F,87,9 E,233.6177885,284.899742,285,,
845631,,,1986,DN,191,211,C,198,F,87,0 E,162.2349069,197.8474475,198,,
845792,17,12,1954,WD,148,164,C,126,JM,87,,103.1830986,125.8330471,126,,
845793,,,1986,DN,178,199,C,203,F,87,0 E,165.9717481,202.4045708,203,,
848897,17,12,1954,WD,153,166,C,170,JM,88,,139.7437547,170.419213,170,,
848921,17,12,1954,WD,253,286,C,690,M,88,,562.9961457,686.5806655,690,,
848925,17,12,1954,WD,180,186,C,270,M,88,,223.8419118,272.9779412,270,,
848927,17,12,1954,WD,115,130,C,68,J,88,,55.48367812,67.6630221,68,,
848957,17,12,1954,WD,200,193,C,320,F,88,,268.3276006,327.2287813,320,,
848957B,,2,1986,DN,203,203,C,406,F,88,0 E,338.4584104,412.754159,406,,
849440,17,12,1954,WD,202,213,C,390,F,88,,322.2012841,392.9283952,390,,
849741,30,9,1986,AC,175,200,C,233,F,88,0 E,189.72943,231.3773536,233,,
849825,4,2,1992,AC,215,223,C,320,F,89,,265.1241082,323.3220831,320,,
849825,,,1986,DN,204,220,C,314,F,89,0 E,258.3919717,315.1121606,314,,
848841,26,9,1985,DN,224,243,C,450,F,89,14 E,369.9187918,451.1204778,450,,
849841,30,9,1986,AC,218,237,C,422,F,89,0 E,346.7688219,422.8888072,422,,
849888,17,12,1954,WD,154,159,C,190,JF,89,,157.5409484,192.1231078,190,,
850961,18,12,1954,WD,208,220,C,390,F,89,,322.0294345,392.7188226,390,,
850969,18,12,1954,WD,243,264,C,640,M,89,,525.9688196,641.4253898,640,,
850973,18,12,1954,WD,224,274,C,560,M,89,,450.1244391,548.9322428,560,,
850975,18,12,1954,WD,212,250,C,505,F,89,,408.7989366,498.5352885,505,,
850976,18,12,1954,WD,221,226,C,380,F,89,,315.5959037,384.8730533,380,,
851001,26,9,1985,DN,183,211,C,230,F,90,0 E,186.9782217,228.0222216,230,,
851744,18,12,1954,WD,207,218,C,400,M,90,,330.5345336,403.0908946,400,,
851936,18,12,1954,WD,215,241,C,400,M,91,,326.8804517,398.6346972,400,,
851993,17,12,1954,WD,266,315,C,800,M,91,,647.0832547,789.1259203,800,,
851997,17,12,1954,WD,171,188,C,200,M,91,,164.0156953,200.0191406,200,,
851999,17,12,1954,WD,212,230,C,390,F,91,,320.5918564,390.9656785,390,,
852000,17,12,1954,WD,185,195,C,280,F,91,,231.3393078,282.1211071,280,,
852896,17,12,1954,WD,178,180,C,230,?,92,,191.3797964,233.3899956,230,,
860177,6,11,1949,WD,254,267,C,822,,92,,679.4679617,828.6194655,822,,
884736B,28,9,1983,DN,193,233,C,250,F,92,0 E,201.4641756,245.688019,250,,
917505,17,12,1954,WD,201,205,C,320,F,92,,265.8850056,324.2500069,320,,
917535,17,12,1954,WD,183,183,C,240,F,92,,200.0739372,243.9926063,240,,
918048,17,12,1954,WD,217,240,C,430,M,93,,352.2546812,429.5788795,430,,
918432,17,12,1954,WD,190,200,C,290,F,93,,239.6576333,292.2654065,290,,
918496,17,12,1954,WD,192,218,C,340,F,93,,277.1935375,338.0408993,340,,
934912,17,12,1954,WD,267,304,C,800,M,93,,651.8849347,794.9816277,800,,
949248,17,12,1954,WD,246,269,C,620,M,93,,508.9416674,620.66057,620,,
950289,16,12,1949,WD,216,203,C,255,,93,,214.7284892,261.8640112,255,,
950297,16,12,1949,WD,216,293,C,340,,93,,267.5701614,326.3050749,340,,
950302,5,2,1992,AC,146,154,C,110,JM,93,,90.87220535,110.8197626,110,,
950303,16,12,1949,WD,210,210,C,255,,93,,212.5785582,259.2421442,255,,
950304,16,12,1949,WD,260,114,C,624,,93,,573.7942284,699.749059,624,,
950305,16,12,1954,WD,263,310,C,810,M,94,,655.7543017,799.7003679,810,,
950321,16,12,1954,WD,263,293,C,780,M,94,,638.1309533,778.2084796,780,,
950336,18,12,1954,WD,55,61,C,7.5,J,94,,6.140864829,7.488859548,7.5,,
950592,16,12,1954,WD,55,60,C,7,J,94,,5.748551564,7.010428737,7,,
950720,18,12,1954,WD,47,50,C,3.5,J,94,,2.887087987,3.520839008,3.5,,
950784,18,12,1954,WD,270,318,C,790,M,94,,639.6588869,780.0718133,790,,
951264,16,12,1949,WD,178,193,C,255,,94,,209.639624,255.658078,255,,
951297,18,12,1954,WD,152,164,C,140,JF,94,,115.1968504,140.4839639,140,,
951345,25,9,1985,DN,214,237,C,380,F,94,10 E,311.219239,379.5356573,380,,
951841,25,9,1985,DN,184,199,C,230,F,94,0 E,189.1720023,230.6975638,230,,
951865,25,9,1985,DN,200,225,C,295,F,95,0 E,240.9144409,293.7980987,295,,
951865,,,1986,DN,202,225,C,323,F,95,0 E,264.260597,322.2690208,323,,
952096,16,12,1954,WD,200,211,C,320,F,95,,264.3465519,322.3738438,320,,
952125,25,9,1985,DN,224,230,C,395,F,95,10 E,327.8275443,399.7896881,395,,
952125,3,11,1986,AC/LG,214,236,C,378,F,95,0 E,309.8178576,377.8266556,378,,
967680,4,10,1949,WD,264,178,C,879,,96,,774.7568624,944.8254419,879,,
967709,18,12,1954,WD,139,140,C,110,JM,96,,91.59093626,111.6962637,110,,
968480,18,12,1954,WD,91,102,C,32,J,97,,26.15065411,31.8910416,32,,
968625,24,9,1985,DN,191,210,C,245,F,97,0 E,200.9172133,245.0209918,245,,
968673,24,9,1985,DN,182,197,C,220,F,97,0 E,180.9205306,220.6347934,220,,
968697,24,9,1985,DN,234,246,C,415,F,98,0 E,343.0346821,418.3349781,415,,
968697,8,10,1987,AC,239,253,C,403,F,98,0 E,332.7152245,405.7502738,403,,
974848,18,12,1954,WD,103,117,C,50,J,98,,40.76040223,49.70780759,50,,
975873,18,12,1954,WD,156,156,C,190,J,98,,158.3918669,193.1608133,190,,
975921,23,9,1985,DN,199,217,C,265,F,98,0 E,217.6400315,265.4146725,265,,
976417,23,9,1985,DN,186,204,C,243,F,99,0 E,199.3652368,243.1283375,243,,
976417,5,11,1986,AC/LG,181,204,C,252,F,99,8 E,205.7286356,250.88858,252,,
976417,10,11,1987,AC,190,210,C,235,F,99,0 E,192.5341811,234.7977818,235,,
976417,6,11,1992,AC,195,210,C,355,F,99,2 E,292.2034255,356.3456409,355,,
976445,23,9,1985,DN,179,187,C,194,F,99,0 E,160.5328673,195.7717894,194,,
976701,23,9,1985,DN,230,252,C,462,F,99,0 E,379.1097223,462.3289297,462,,
976800,18,12,1954,WD,163,177,C,200,JM,99,,164.379549,200.4628646,200,,
979968,16,12,1949,WD,260,286,C,794,,100,,651.08,794,794,,
979985,18,12,1954,WD,180,187,C,240,M,100,,198.7878788,242.4242424,240,,
979993,18,12,1954,WD,165,190,C,210,F,100,,170.7605311,208.2445501,210,,
980000,18,12,1954,WD,232,251,C,540,F,100,,444.1156404,541.6044395,540,,
980512,18,12,1954,WD,216,243,C,400,F,101,,326.6636487,398.3703033,400,,
980768,18,12,1954,WD,203,220,C,310,F,101,,254.8780006,310.82683,310,,
980768,26,9,1983,DN,203,230,C,340,F,101,0 E,277.3023438,338.17359,340,,
980768,,,1986,DN,213,227,C,355,F,101,0 E,292.7417527,357.0021375,355,,
980896,18,12,1954,WD,182,200,C,260,F,101,,213.2383446,260.0467617,260,,
980896A,2,10,1987,AC,215,150,C,340,F,101,0 E,298.4483773,363.9614357,340,,
980927,11,9,1984,DN,200,214,C,338,F,101,0 E,278.5273159,339.6674584,338,,
982016,16,12,1949,WD,260,260,C,907,,102,,756.1127542,922.0887246,907,,
982017,18,12,1954,WD,43,51,C,4,J,102,,3.234457741,3.94446066,4,,
982033,18,12,1954,WD,68,70,C,11,J,102,,9.125405756,11.12854361,11,,
982041,18,12,1954,WD,61,60,C,9,J,102,,7.523290085,9.174744007,9,,
982045,18,12,1954,WD,55,61,C,8.5,J,102,,6.959646806,8.487374154,8.5,,
982047,18,12,1954,WD,55,60,C,8,J,102,,6.569773216,8.011918557,8,,
982049,10,9,1984,DN,216,221,C,413,F,102,0 E,342.9731472,418.2599356,413,,
982049,10,10,1986,AC,213,226,C,399,F,102,9 E,329.279632,401.5605268,399,,
982577,10,9,1984,DN,187,200,C,233,F,102,0 E,192.0177551,234.167994,233,,
982589,10,9,1984,DN,189,208,C,273,F,102,0 E,223.8406199,272.9763657,273,,
982589,2,10,1987,AC,196,215,C,295,F,102,0 E,242.0212351,295.1478477,295,,
982816,18,12,1954,WD,106,113,C,40,J,102,,32.98330344,40.22354078,40,,
982817,10,9,1984,DN,182,205,C,293,F,102,0 E,239.2275693,291.7409382,293,,
982817,,,1986,DN,189,207,C,308,F,102,5 E,252.7569535,308.2401872,308,,
983008,18,12,1954,WD,80,82,C,20,J,103,,16.60377358,20.24850437,20,,
983072,18,12,1954,WD,211,213,C,400,F,104,,332.9315759,406.0141169,400,,
984064,18,12,1954,WD,170,178,C,190,M,104,,157.1615061,191.6603733,190,,
1015809,5,11,1949,WD,210,203,C,227,,104,,190.2918216,232.063197,227,,
1015825,5,11,1949,WD,235,273,C,524,,104,,425.3850101,518.7622075,524,,
1015826,3,2,1992,AC,130,139,C,80,JF,104,,65.93196514,80.40483554,80,,
1015830,5,2,1992,AC,280,322,C,840,M,104,,683.2100992,833.1830478,840,,
1015833,5,11,1949,WD,210,241,C,397,,104,,323.0229381,393.9304124,397,,
1016736,5,11,1949,WD,235,241,C,624,,105,,517.9920893,631.6976699,624,,
1016800,5,11,1949,WD,216,254,C,425,M,105,,344.2232864,419.7844957,425,,
1016831,10,2,1989,MEM,96,100,C,32.09,J,105,,26.56739789,32.39926572,32.09,,
1017657,9,9,1984,DN,187,197,C,288,F,105,5 E,237.9716853,290.2093723,288,,
1017657,15,7,1988,AC,198,225,C,281,F,105,,229.0570161,279.3378245,281,,
1017661,9,9,1984,DN,202,217,C,278,F,105,0 E,228.9243257,279.1760069,278,,
1034017,30,9,1983,DN,191,206,C,270,F,107,0 E,222.1804339,270.9517486,270,,
1034033,30,9,1983,DN,185,196,C,283,F,107,0 E,233.6097452,284.8899332,283,,
1034047,29,9,1983,DN,200,218,C,320,F,107,0 E,262.8300856,320.5244946,320,,
1034233,29,9,1983,DN,219,236,C,385,F,107,0 E,316.8601105,386.4147689,385,,
1035232,29,9,1983,DN,200,218,C,320,F,107,0 E,262.8300856,320.5244946,320,,
1041969,29,9,1983,DN,218,252,C,370,F,108,0 E,300.6467876,366.6424238,370,,
1041981,29,9,1983,DN,212,238,C,415,F,108,0 E,339.0438513,413.4681113,415,,
1042337,28,9,1983,DN,201,221,C,355,F,108,0 E,291.1237007,355.0289033,355,,
1042353,28,9,1983,DN,204,228,C,365,F,108,15 E,298.4381999,363.9490242,365,,
1042417,28,9,1983,DN,196,233,C,320,F,108,9 E,258.6427226,315.4179544,320,,
1042417,,,1986,DN,196,231,C,357,F,108,12 E,289.0239774,352.4682652,357,,
1042429,28,9,1983,DN,212,237,C,305,F,108,0 E,249.3685759,304.1080194,305,,
1045504,5,11,1949,WD,178,190,C,298,F,109,,245.6699049,299.597445,298,,
1047552,5,11,1949,WD,197,216,C,397,M,110,,325.729395,397.2309696,397,,
1048127,9,10,1987,AC,191,180,C,270,F,110,0 E,227.260531,277.146989,270,,
1048383,26,9,1983,DN,195,213,C,324,F,111,0 E,266.0148439,324.4083462,324,,
1048573,26,9,1983,DN,191,217,C,305,F,111,0 E,248.6302297,303.2075972,305,,
1048573,31,10,1986,AC,199,312,C,293,F,111,,223.1747448,272.1643229,293,,
1048573,19,4,1988,AC,210,220,C,286,F,111,2 E,236.5475504,288.4726225,286,,
17921,19,2,1989,MEM,53,20,?,4.56,J,34,,4.240659845,5.171536397,5,,
17937,17,2,1989,MEM,87,77,?,24.25,J,34,,20.60989993,25.1340243,25,,
17951,17,2,1989,MEM,90,64,?,25.81,J,34,,22.60254369,27.56407767,28,,
18001,6,11,1949,WD,260,216,?,737,M,35,,632.1918069,770.9656181,771,,
18269,19,2,1989,MEM,102,85,?,29.24,J,36,,25.07079848,30.57414449,31,,
18400,6,11,1949,WD,190,172,?,354,F,37,,299.8345359,365.6518731,366,,
25617,6,11,1949,WD,79,66,?,30,J,40,,25.71315163,31.35750198,31,,
26141,11,2,1989,MEM,110,96,?,32.18,J,41,,27.40686352,33.42300429,33,,
26143,11,2,1989,MEM,127,117,?,79.51,J,41,,67.16259781,81.90560709,82,,
26193,16,6,1989,MEM,126,66,?,62.35,J,41,,56.44936909,68.84069401,69,,
26335,14,2,1989,MEM,90,78,?,20.59,J,42,,17.55404537,21.4073724,21,,
26393,11,2,1989,MEM,95,84,?,27.72,J,42,,23.56241246,28.73464934,29,,
26399,10,2,1989,MEM,108,93,?,49.93,J,42,,42.608193,51.96121097,52,,
26400,6,11,1949,WD,119,94,?,65,J,42,,56.14906083,68.47446442,68,,
26497,10,2,1989,MEM,130,102,?,70.12,J,43,,60.62727621,73.9357027,74,,
26561,9,2,1989,MEM,67,54,?,12.75,J,43,,10.98345782,13.39446076,13,,
26585,9,2,1989,MEM,103,78,?,35.85,J,43,,31.14356872,37.97996185,38,,
29713,6,11,1949,WD,254,203,?,624,,44,,538.1685238,656.3030778,656,,
29753,,11,1987,AC/LG,227,212,?,415,F,45,13 E,349.8065571,426.5933623,427,,
30495,22,7,1988,MEM,84.2,65,?,26.22,J,46,,22.71994752,27.70725307,28,,
31744,,3,1988,DN,200,117,?,305,F,49,,273.1162514,333.0685992,333,,
31769,17,12,1949,WD,241,146,?,652,,49,,581.6789815,709.3646116,709,,
31773,17,12,1949,WD,241,210,?,709,,49,,603.9761347,736.5562618,737,,
31775,17,12,1949,WD,197,165,?,354,,50,,303.3051872,369.8843747,370,,
31839,21,11,1988,AC,217,140,?,338,F,50,,299.4473101,365.1796464,365,,
32721,21,11,1988,AC,204,56,?,288,F,53,,273.0426611,332.978855,333,,
32721,,3,1988,DN,201,182,?,315,F,53,,266.7924713,325.3566724,325,,
32785,24,4,1949,WD,254,229,?,794,,54,,672.9297446,820.64603,821,,
32793,24,4,1949,WD,203,197,?,397,,54,,332.5909885,405.5987665,406,,
32793B,2,10,1986,DN,208,85,?,371,F,54,0 E,343.0263557,418.3248241,418,,
32797,24,4,1949,WD,203,197,?,369,,54,,309.1336896,376.9923044,377,,
32800,23,4,1949,WD,260,133,?,680,,55,,617.0146251,752.4568599,752,,
33759,17,1,1988,MEM,138,130,?,112.14,J,56,,94.39488923,115.1157186,115,,
33670,24,4,1949,WD,203,184,?,340,,56,,287.9211566,351.1233617,351,,
33791,15,1,1951,WD,260,248,?,624,,57,,524.2172231,639.2892965,639,,
33849,,7,1988,AC,225,40,?,407,F,58,0 E,393.0556745,479.3361884,479,,
34593,9,10,1987,AC,184,168,?,207,F,59,0 E,175.0967137,213.5325777,214,,
50177,15,2,1950,WD,207,63,?,340,M,60,,320.532582,390.8933927,391,,
52224,15,2,1950,WD,203,110,?,265,F,62,,239.1407351,291.6350428,292,,
58369,15,2,1950,WD,185,163,?,190,,62,,161.588604,197.0592732,197,,
59360,15,2,1950,WD,240,230,?,680,M,64,,570.8329456,696.1377385,848.9484616,,
62464,23,4,1949,WD,267,146,?,850,,64,,766.3727847,934.6009569,1139.757265,,
64576,16,5,1950,WD,203,202,?,369,,66,,307.8659747,375.4463106,457.8613544,,
65056,16,5,1950,WD,180,156,?,255,,66,,217.4007561,265.1228733,323.3205773,,
327680,23,4,1949,WD,70,54,?,11,J,68,,9.532528136,11.62503431,14.17687111,,
327697,14,2,1950,WD,189,180,?,260,F,68,,218.4775087,266.4359862,324.9219343,,
327705,14,2,1950,WD,172,152,?,165,,68,,140.2641038,171.0537851,208.602177,,
328704,14,2,1950,WD,253,215,?,709,M,69,,606.1986392,739.2666332,901.5446746,,
345086,14,2,1950,WD,244,233,?,524,M,69,,440.1289633,536.7426382,654.5641929,,
458752,23,4,1949,WD,248,83,?,567,,69,,531.5025059,648.1737877,790.4558387,,
524832,14,2,1950,WD,160,140,?,160,JF,70,,136.2151958,166.1160925,202.5806006,,
557072,17,12,1954,WD,170,82,?,160,,71,,145.9512195,177.9892921,217.0601123,,
557073,23,4,1949,WD,241,216,?,680,,71,,576.8305874,703.4519359,857.8682145,,
557088,23,4,1949,WD,177,63,?,227,,71,,211.9457876,258.4704726,315.2078935,,
557119,29,11,1953,WD,178,156,?,200,,71,,170.2283763,207.5955809,253.1653426,,
557600,23,4,1949,WD,177,152,?,255,,72,,217.6937021,265.4801245,323.7562494,,
557617,30,11,1953,WD,208,97,?,340,F,72,,311.0526829,379.3325401,462.6006587,,
557824,30,11,1953,WD,182,95,?,260,F,72,,235.4722394,287.1612675,350.1966677,,
557856,23,4,1949,WD,159,133,?,170,J,72,,145.6820708,177.6610619,216.6598316,,
557870,30,11,1953,WD,274,264,?,620,M,72,,520.0149321,634.1645513,773.371404,,
557984,23,4,1949,WD,267,165,?,624,,72,,555.4954867,677.4335204,826.1384395,,
557985,30,11,1953,WD,216,210,?,450,M,72,,376.8802228,459.6100279,560.500034,,
558009,30,11,1953,WD,200,190,?,270,F,73,,226.971109,276.7940354,337.5537017,,
558013,30,11,1953,WD,201,188,?,280,M,73,,235.9583903,287.7541345,350.9196762,,
558080,23,4,1949,WD,254,146,?,624,,73,,559.7889956,682.6695068,832.5237888,,
558137,,,1986,DN,235,102,?,412,F,73,0 E,379.1587722,462.3887466,563.8887153,,
558624,28,2,1953,WD,97,92,?,42,J,74,,35.31577835,43.06802237,52.5219785,,
571392,28,2,1953,WD,118,112,?,60,JM,75,,50.44519574,61.51853139,75.02259926,,
574525,,,1986,DN,195,161,?,279,F,75,11 E,239.5338995,292.1145116,356.2372093,,
575033,,,1986,DN,187,178,?,264,F,75,10 E,221.8576482,270.5581076,329.9489117,,
575392A,6,4,1953,WD,88,56,?,34,JF,76,,30.16884278,36.79127169,44.8674045,,
575392B,7,11,1980,DN,207,170,?,335,M,76,,287.8286259,351.0105193,428.061609,,
582688,28,4,1953,WD,180,189,?,230,M,76,,190.1558203,231.8973419,282.8016364,,
582705,,,1986,DN,203,106,?,346,F,77,0 E,313.3484811,382.132294,466.0149927,,
586781,29,11,1953,WD,188,175,?,240,F,78,,202.4022758,246.8320436,301.0146873,,
586809,10,10,1986,DN,182,71,?,298,F,78,0 E,276.4765802,337.1665612,411.1787331,,
588800,23,4,1949,WD,177,171,?,227,F,79,,190.3098081,232.0851319,283.0306486,,
588817,29,11,1953,WD,272,132,?,900,M,79,,820.5362982,1000.654022,1220.309783,,
588829,29,11,1953,WD,190,180,?,300,F,79,,252.3015016,307.6847581,375.2253147,,
588833,,10,1986,DN,184,180,?,209,F,79,0 E,174.8634457,213.2481045,260.0586641,,
589821,,10,1986,DN,219,140,?,351,F,80,0 E,311.2887698,379.6204509,462.9517694,,
589824,23,4,1949,WD,203,76,?,397,,80,,369.4016952,450.4898722,549.377893,,
589856,15,1,1951,WD,269,220,?,652,,80,,560.5197599,683.5606828,833.6105888,,
590393,15,1,1951,WD,260,243,?,794,,80,,669.1902537,816.0856753,995.2264333,,
590816,15,1,1951,WD,215,206,?,454,,80,,381.1273105,464.7894031,566.8163452,,
590848,15,1,1951,WD,172,165,?,190,,80,,159.4715544,194.4775054,237.1676895,,
591840,28,2,1953,WD,175,115,?,224,F,81,,198.0308037,241.5009801,294.5133904,,
606208,28,2,1953,WD,136,115,?,98,J,81,,83.85079374,102.2570655,124.7037385,,
720927,15,1,1951,WD,101,94,?,35,J,81,,29.51778341,35.99729685,43.8991425,,
738333,15,1,1951,WD,161,132,?,140,JM,81,,120.3150631,146.7256868,178.9337643,,
787456,9,12,1951,WD,222,212,?,454,,82,,381.3307495,465.0374994,567.1189017,,
803840,9,12,1951,WD,173,132,?,200,,82,,173.571516,211.6725804,258.1372932,,
819229,16,12,1949,WD,197,152,?,340,,82,,294.634389,359.3102305,438.1832079,,
819230,4,2,1992,AC,215,210,?,320,F,82,,267.8013205,326.5869762,398.2768003,,
819232,16,12,1949,WD,267,178,?,850,,82,,750.1956947,914.8727984,1115.698535,,
819249,18,12,1954,WD,171,156,?,200,M,82,,169.1973541,206.3382367,251.631996,,
819264,18,12,1954,WD,151,141,?,150,JF,82,,126.4392073,154.1941553,188.0416528,,
819745,18,12,1954,WD,95,92,?,32,JM,83,,26.81740831,32.70415648,39.88311766,,
821024A,17,12,1954,WD,192,100,?,330,F,84,0 E,298.9304544,364.5493347,444.5723594,,
836633,6,11,1949,WD,190,165,?,397,F,85,,338.3621444,412.6367615,503.2155628,,
836633,17,12,1954,WD,148,127,?,116,J,85,,99.0402415,120.7807823,147.293637,,
845344,17,12,1954,WD,188,178,?,250,F,87,,210.2710102,256.4280613,312.7171479,,
845600,17,12,1954,WD,175,165,?,230,F,87,,193.5777126,236.0703812,287.8907088,,
845824,17,12,1954,WD,217,210,?,420,M,88,,352.0184641,429.2908099,523.5253779,,
849697,26,11,1988,CHD/AC,208,201,?,307,F,88,,257.368818,313.8644122,382.7614783,,
852512,17,12,1954,WD,178,170,?,210,F,91,,176.3834774,215.1018017,262.3192703,,
852768,17,12,1954,WD,191,92,?,270,F,92,,246.3230637,300.3939802,366.3341221,,
884767,,,1986,DN,195,183,?,305,F,92,0 E,256.890533,313.2811378,382.050168,,
917504,,,1986,DN,193,188,?,297,F,92,0 E,248.6631879,303.2477901,369.8143781,,
917529,17,12,1954,WD,167,151,?,190,F,92,,160.9572925,196.289381,239.3772939,,
918304,17,12,1954,WD,225,187,?,450,F,93,,385.9832636,470.7112971,574.0381672,,
950272A,10,2,1989,MEM,137,109,?,88.94,J,93,,76.75371566,93.60209227,114.148893,,
950273,16,12,1949,WD,165,140,?,227,J,93,,194.1298052,236.7436649,288.7117864,,
950301,16,12,1949,WD,267,254,?,907,M,93,,762.287171,929.6185012,1133.681099,,
950816,16,12,1949,WD,260,152,?,680,,94,,608.9567741,742.6302123,905.6466004,,
950172,16,12,1949,WD,254,222,?,539,,94,,458.9516851,559.6971769,682.5575328,,
951200,16,12,1949,WD,172,152,?,227,,94,,192.9694034,235.3285407,286.9860253,,
951265,18,12,1954,WD,183,169,?,220,F,94,,185.7653233,226.5430773,276.2720454,,
951325,18,12,1954,WD,128,125,?,92,J,94,,76.99521587,93.89660471,114.5080545,,
952241,,3,1988,DN,216,197,?,370,F,95,,313.0279819,381.7414413,465.538343,,
952320,18,12,1954,WD,127,120,?,70,JF,96,,58.8949278,71.82308269,87.58912523,,
967681,6,11,1949,WD,260,197,?,936,,96,,813.0628935,991.5401141,1209.195261,,
968241,24,9,1985,DN,190,86,?,250,F,97,0 E,229.2893075,279.6211067,341.0013496,,
975872,4,11,1949,WD,267,197,?,709,,98,,618.0058416,753.6656605,919.104464,,
975901,18,12,1954,WD,267,250,?,750,M,98,,631.9244736,770.639602,939.8043927,,
975904,18,12,1954,WD,201,201,?,410,M,98,,341.792976,416.8207024,508.3179298,,
975921,,,1986,DN,188,220,?,297,F,98,0 E,240.7736643,293.6264199,358.0809998,,
979999,18,12,1954,WD,161,116,?,180,F,100,,157.3729395,191.9182189,234.0466084,,
982079,10,9,1984,DN,204,97,?,318,F,102,8 E,290.4408839,354.1961999,431.9465852,,
982841,10,9,1984,DN,202,139,?,353,F,103,,310.3791646,378.5111763,461.5989955,,
983040,4,11,1949,WD,273,260,?,709,,103,,595.7713601,726.5504392,886.037121,,
983041,18,12,1954,WD,183,169,?,220,F,103,,185.7653233,226.5430773,276.2720454,,
984032,18,12,1954,WD,157,38,?,160,JF,104,,152.6280195,186.131731,226.9899159,,
1008640,18,12,1954,WD,155,133,?,140,JF,104,,119.5322137,145.7709924,177.7695029,,
1012736,18,12,1954,WD,243,146,?,550,M,104,,491.1160812,598.9220503,730.3927443,,
1015837,5,11,1949,WD,229,70,?,524,,104,,493.8737897,602.2851094,734.4940358,,
1015838,3,2,1992,AC,157,140,?,110,J,104,,93.3826897,113.8813289,138.8796694,,
1015839,5,11,1949,WD,254,172,?,624,M,104,,549.7154283,670.3846686,817.5422788,,
1016352,5,11,1949,WD,210,203,?,369,,105,,309.3289963,377.2304833,460.0371747,,
1016608,5,11,1949,WD,203,197,?,425,,105,,356.0482875,434.2052286,529.5185715,,
1016832,5,11,1949,WD,260,203,?,964,,105,,834.0488453,1017.132738,1240.405778,,
1047552A,16,12,1949,WD,133,130,?,115,J,110,,96.22985924,117.3534869,143.1140084,,
1631,6,11,1992,AC,225,218,218,76,F,23,,63.68636195,77.66629506,94.71499397,,
34365,9,10,1987,AC,212,231,180,370,F,58,10 E,303.9160839,370.6293706,451.9870374,,
587583,9,10,1986,AC,291,199,174,34,F,78,0 E,29.91729187,36.48450228,44.49329547,,
50201A,23,2,1975,DN,265,251,151,765,M,60,,643.3902748,784.6222863,956.8564468,,
18461,28,2,1971,IC,274,224,148,725,M,37,,623.31216,760.1367804,926.9960737,,
1629,7,11,1992,AC,180,142,142,47,F,23,,40.60727969,49.5210728,60.39155219,,
491520,14,2,1950,WD,280,230,135,737,M,70,,633.2042455,772.2002994,941.7076821,,
943104,19,11,1971,IC,273,217,135,740,M,93,,638.6898278,778.8900339,949.8658949,,
943104,17,12,1954,WD,271,216,134,740,M,93,,638.4505263,778.5982028,949.5100034,,
688832,15,1,1951,WD,272,200,132,780,M,81,,680.1933576,829.5040946,1011.590359,,
812061,9,12,1951,WD,250,196,131,624,,82,,539.5812562,658.0259222,802.4706369,,
22560,28,2,1971,IC,276,253,130,755,M,38,,638.2474227,778.3505155,949.2079457,,
589745,7,10,1986,AC,262,207,128,609,M,80,,526.0589654,641.5353237,782.3601509,,
848913,17,12,1954,WD,270,171,126,100,M,88,,88.77952756,108.2677165,132.0338007,,
2001,6,8,1992,AC,192,185,122,290,F,26,,243.2312431,296.6234672,361.7359356,,
16412,28,2,1971,IC,274,192,122,690,M,32,,605.3506468,738.2324961,900.2835318,,
589757,7,10,1986,AC,241,214,121,595,M,80,,505.4368078,616.386351,751.690672,,
17,7,10,1986,AC,242,192,120,585,M,18,,505.0392337,615.9015045,751.0993957,,
1599,21,2,1972,IC,245,201,119,593.8,M,23,,510.261158,622.2697049,758.8654937,,
31762,19,11,1971,IC,245,176,119,570,M,49,,498.532869,607.9669134,741.4230651,,
18367,19,11,1971,IC,226,160,117,435,M,36,,381.1513333,464.8186992,566.8520722,,
558105,28,2,1953,WD,238,164,116,510,M,73,,448.3478845,546.7657128,666.7874546,,
819773,18,12,1954,WD,261,199,116,900,M,83,,781.1467251,952.6179574,1161.729216,,
29726,10,11,1971,IC,269,185,115,485,M,45,,426.4705477,520.0860338,634.2512608,,
490528,16,5,1950,WD,290,178,115,468,,70,,416.9315442,508.4531026,620.0647593,,
976825,23,9,1985,DN,195,178,114,318,F,99,0 E,268.9992786,328.0479007,400.0584155,,
