Index,Day,Month,Year,Initials,SVL,VT,R,Weight,Sex,Page,Comments,PredictedMass,CorrectedMass,FinalMass,,
574493,6,4,1953,WD,151,135,36,124,JM,75,,105.2264022,128.3248807,156.4937569,,
581664,28,2,1971,IC,179,152,36,219,F,76,,187.2665848,228.3738838,278.5047364,,
837433,3,10,1986,DN,172,130,36,192,F,86,0 E,166.8364549,203.4590913,248.1208431,,
837567,2,10,1986,DN,213,156,36,451,F,86,7 E,393.4898504,479.8656712,585.2020381,,
844863,2,10,1986,AC,191,170,36,249,F,87,0 E,211.4441794,257.8587553,314.4618968,,
952000,18,12,1954,WD,193,171,36,310,F,95,,263.4241895,321.2490115,391.7670873,,
968249,24,9,1985,DN,223,208,36,380,F,97,0 E,320.3686721,390.6935026,476.4554909,,
980001,11,9,1984,DN,206,101,36,358,F,100,0 E,326.0946312,397.6763795,484.9711945,,
982073,10,9,1984,DN,182,160,36,268,F,102,0 E,228.0008292,278.0497917,339.0851118,,
1041983,29,9,1987,AC,181,168,36,225,M,108,,189.8375727,231.509235,282.3283354,,
1088,21,2,1972,IC,259,225,35,613,M,22,,522.4313398,637.11139,776.9651097,,
3041,18,2,1972,IC,187,182,35,199.9,F,28,,167.3894804,204.1335127,248.9433082,,
19487,19,4,1971,IC,170,144,35,135,J,38,,115.4797501,140.8289635,171.7426384,,
26144,25,9,1985,DN,212,207,35,335,F,41,0 E,280.3699165,341.9145323,416.9689418,,
33759,18,5,1992,AC,159,146,35,146,JF,56,,123.3899516,150.4755507,183.5067691,,
62495A,7,5,1977,DN,196,154,35,251,?,64,,216.9789157,264.6084337,322.6932119,,
575409,,,1986,DN,199,187,35,352,F,76,0 E,296.4153163,361.4820931,440.8318208,,
587326,12,5,1992,AC,230,172,35,380,F,78,,330.6551464,403.2379834,491.7536383,,
587775,,10,1986,DN,181,179,35,268,F,79,0 E,223.8273396,272.9601702,332.8782564,,
588863,9,10,1986,AC,193,149,35,260,F,79,10 E,225.2912307,274.7454033,335.0553699,,
845601,,,1986,DN,183,160,35,276,F,87,8 E,234.9984835,286.5835164,349.4920932,,
851968,26,9,1983,DN,194,112,35,330,F,91,0 E,295.9089512,360.8645746,440.0787495,,
968509,4,10,1987,AC,175,109,35,205,?,97,,182.3364512,222.3615259,271.1725926,,
976441,23,9,1985,DN,185,144,35,254,F,99,0 E,219.8505109,268.1103792,326.963877,,
1034239,29,9,1983,DN,218,215,35,395,F,107,0 E,330.0439372,402.4926063,490.8446418,,
2109,8,2,1972,IC,181,133,34,199.5,F,27,,173.9872918,212.1796241,258.7556392,,
17489A,5,8,1992,AC,184,159,34,250,F,33,,213.2300039,260.0365901,317.1177928,,
25568,28,2,1971,IC,246,225,34,560,M,39,,473.5644379,577.5176072,704.2897649,,
29714,7,10,1987,AC,211,134,34,275,F,45,8 E,244.0685593,297.6445845,362.9812007,,
29715,10,11,1971,IC,209,125,34,240,F,45,,214.409766,261.4753244,318.8723468,,
31744,5,2,1992,AC,202,150,34,290,F,49,,252.5724174,308.0151431,375.6282233,,
33761,15,1,1951,WD,241,124,34,510,,57,0 E,462.5110345,564.037847,687.8510329,,
58385B,6,7,1975,DN,176,179,34,231,J,62,,192.0266426,234.1788325,285.5839421,,
557082,9,2,1992,AC,161,151,34,140,JF,71,,117.9283303,143.8150369,175.3841914,,
558653,10,10,1986,AC,210,143,34,341,F,74,0 E,300.2055215,366.1042945,446.4686518,,
575293,,,1986,DN,186,175,34,341,F,76,0 E,287.0962905,350.1174274,426.9724725,,
575481,,,1986,DN,184,116,34,237,F,76,0 E,210.5155849,256.726323,313.0808817,,
583229,10,10,1986,AC,207,141,34,371,F,77,0 E,326.6046847,398.298396,485.7297512,,
849721A,8,10,1986,DN,172,108,34,188,F,88,0 E,167.0661229,203.7391743,248.4624076,,
851773,,,1987,AC,184,163,34,286,F,90,0 E,243.0358613,296.3851967,361.4453618,,
950300,4,2,1992,AC,157,103,34,140,JM,93,,123.7930991,150.9671941,184.1063342,,
967681A,18,12,1954,WD,137,131,34,100,JM,96,,83.97597075,102.4097204,124.889903,,
968703A,24,9,1985,DN,212,128,34,340,F,98,0 E,303.4394952,370.0481649,451.2782499,,
968703A,24,9,1985,DN,212,128,34,340,F,98,0 E,303.4394952,370.0481649,451.2782499,,
968703A,5,10,1986,AC,200,135,34,346,F,98,0 E,304.9262335,371.8612604,453.4893419,,
1015832,5,2,1992,AC,265,265,34,840,M,104,,700.25878,853.974122,1041.431856,,
1041983,29,9,1983,DN,175,155,34,207,M,108,0 E,175.90821,214.5222073,261.6124479,,
1048029B,26,9,1983,DN,201,166,34,306,F,110,0 E,262.7042646,320.3710544,390.6964077,,
2617,17,2,1972,IC,190,148,33,259.6,F,27,,224.6755277,273.994546,334.1396903,,
22559,28,2,1971,IC,254,207,33,540,M,38,,464.4638996,566.4193897,690.7553533,,
31766A,10,2,1992,AC,125,85,33,80,JM,49,,70.44123389,85.90394377,104.760907,,
31774,3,2,1972,IC,129,107,33,68,J,49,,58.34287484,71.14984737,86.76810654,,
33597C,19,9,1988,AC,245,205,33,490,F,56,,419.8887122,512.0594052,624.4626892,,
582673,28,4,1953,WD,190,177,33,250,M,76,,210.8098799,257.0852194,313.5185603,,
589369,,,1986,DN,224,130,33,400,F,79,0 E,358.4826656,437.1739825,533.139003,,
833536,17,12,1954,WD,158,153,33,180,JM,85,,150.8496025,183.9629299,224.3450364,,
837601,2,10,1986,DN,197,182,33,328,F,86,0 E,276.9423817,337.7346118,411.8714779,,
1033761,30,9,1983,DN,208,171,33,395,F,106,0 E,339.3300244,413.8171029,504.6550035,,
224,3,2,1972,IC,89,59,32,205,J,19,,181.048978,220.7914366,269.2578495,,
23553,28,2,1971,IC,221,191,32,380,F,39,,324.102823,395.2473451,482.0089575,,
25120,28,2,1971,IC,249,222,32,530,M,39,,449.9464768,548.7152156,669.164897,,
34592A,20,2,1975,DN,223,186,32,405,F,59,,347.2084509,423.4249401,516.3718782,,
50977,5,10,1987,AC,190,127,32,245,F,61,0 E,216.1660832,263.6171746,321.4843593,,
558943,,,1986,DN,205,163,32,331,F,74,0 E,285.6719253,348.3803967,424.8541424,,
583615,9,10,1986,DN,199,140,32,307,F,77,0 E,269.2057861,328.2997391,400.3655355,,
583649,,10,1986,DN,194,142,32,231,F,77,3 E,201.5588687,245.8034984,299.7603639,,
589793,,,1986,DN,214,185,32,367,F,80,0 E,313.002704,381.7106147,465.5007496,,
589853,7,8,1992,AC,203,191,32,290,F,80,,244.1570492,297.752499,363.1128037,,
837617,,,1986,DN,178,147,32,209,F,86,9 E,179.4295889,218.8165718,266.8494779,,
844857,2,10,1986,AC,187,162,32,205,F,87,0 E,174.7837581,213.1509245,259.9401518,,
845729,8,8,1992,AC,189,92,32,230,F,87,,209.6362237,255.6539313,311.7730869,,
975935,23,9,1985,DN,205,131,32,329,F,98,0 E,291.7904456,355.8420068,433.9536668,,
976433,23,9,1985,DN,198,101,32,304,M,99,,275.913648,336.4800585,410.3415348,,
1034041,30,9,1983,DN,201,208,32,355,F,107,0 E,294.2380064,358.8268371,437.5937038,,
1034239A,5,10,1986,AC,225,215,32,415,M,107,,348.538175,425.0465549,518.3494572,,
345,3,2,1972,IC,265,246,31,779,M,19,,657.2460203,801.5195369,977.4628499,,
14016,21,2,1972,IC,206,74,31,305.7,F,31,,285.2516341,347.8678465,424.229081,,
31760,19,11,1971,IC,179,149,31,180,JF,49,,154.3591923,188.2429174,229.5645334,,
32669,,3,1988,DN,208,125,31,281,F,52,,250.9094786,305.987169,373.1550841,,
33599,16,1,1988,MEM,135,110,31,87.38,J,56,,75.15902098,91.65734266,111.7772471,,
34592D,,11,1987,LG/AC,220,185,31,390,F,59,11 E,333.9587469,407.2667645,496.6667859,,
62364B,10,11,1976,DN,223,227,31,365,M,65,,303.373842,369.9681,451.1806097,,
65312,16,5,1950,WD,242,200,31,553,F,67,,474.7095846,578.9141275,705.9928384,,
557061,29,10,1975,DN,277,270,31,625,M,71,,523.2255222,638.0799051,778.1462257,,
557117,29,11,1953,WD,233,173,31,480,F,71,,418.0570728,509.8256985,621.7386567,,
575456,6,4,1953,WD,85,60,31,35,J,76,,30.67851835,37.41282726,45.62539909,,
950290,4,2,1992,AC,179,135,31,200,F,93,,173.8369276,211.9962532,258.5320161,,
960512,18,12,1954,WD,135,121,31,100,J,96,,84.82758621,103.4482759,126.156434,,
1087A,2,10,1987,AC,194,180,30,265,F,22,,223.5993404,272.6821224,332.5391737,,
1569,21,2,1972,IC,227,212,30,400.5,M,23,,337.5844002,411.688293,502.0588939,,
14880,6,2,1972,IC,223,165,30,369.5,F,31,,321.9611646,392.6355666,478.8238617,,
18237,5,10,1987,AC,193,86,30,210,F,36,0 eggs,192.8513552,235.1845795,286.8104628,,
50207,15,2,1950,WD,255,200,30,765,M,60,,661.4700575,806.6708018,983.7448803,,
59313,5,11,1986,AC/LG,214,210,30,341,F,63,11 E,285.158421,347.7541719,424.0904536,,
62495A,25,9,1985,DN,194,153,30,270,F,64,,233.2850766,284.4939959,346.9438974,,
63008,15,2,1950,WD,213,167,30,345,F,65,,298.3242419,363.810051,443.6707939,,
589823,7,10,1986,AC,243,210,30,620,M,80,,528.8043707,644.8833789,786.443145,,
589853,6,11,1986,AC/LG,203,188,30,347,F,80,7 E,292.8737197,357.1630728,435.564723,,
819261,18,12,1954,WD,250,234,30,720,M,82,,606.681115,739.8550183,902.2622175,,
820128B,30,9,1983,DN,202,160,30,335,F,83,0 E,289.2757483,352.7753028,430.2137839,,
849917,26,9,1985,DN,198,145,30,245,F,89,0 E,213.7609919,260.6841365,317.9074835,,
851761,8,10,1986,DN,177,146,30,235,F,90,8 E,201.7849882,246.0792539,300.0966511,,
851769,25,9,1985,DN,180,102,30,180,F,90,0 E,161.7131474,197.2111554,240.501409,,
968609,24,9,1985,DN,204,196,30,275,F,97,0 E,230.756813,281.4107475,343.1838384,,
982560,18,12,1954,WD,134,66,30,100,JF,102,,91.05071263,111.0374544,135.4115298,,
1017849,10,10,1986,AC,221,124,30,324,F,106,0 E,291.3751929,355.3356011,433.3360988,,
1033761,30,9,1986,DN,208,162,30,361,F,106,0 E,312.4394582,381.0237296,464.6630848,,
17424,19,4,1971,IC,252,227,29,619,M,32,,524.6833132,639.857699,780.3142671,,
33337,16,5,1950,WD,137,127,29,85,JM,55,,71.73054072,87.47626917,106.678377,,
50177B,19,1,1976,DN,202,190,29,322,F,60,,271.1118464,330.6242029,403.2002474,,
558909,,,1986,DN,196,183,29,340,F,74,0 E,286.6004234,349.5127115,426.235014,,
849917,10,10,1986,AC,194,145,29,243,F,89,0 E,211.4600772,257.8781429,314.4855401,,
968255,24,9,1985,DN,183,135,29,225,F,97,0 E,196.1273407,239.1796838,291.6825412,,
968255,20,11,1987,AC/LG,186,134,29,240,F,97,0 E,209.8330311,255.8939403,312.0657809,,
976673,23,9,1985,DN,193,156,29,262,F,99,0 E,225.6093112,275.1333063,335.5284223,,
1017791,9,9,1984,DN,205,192,29,353,F,106,0 E,297.4129949,362.6987743,442.3155784,,
1045537,28,9,1983,DN,179,153,29,215,F,109,5 E,183.671097,223.9891427,273.1574911,,
1046521,27,9,1983,DN,200,183,29,335,F,110,0 E,283.2755226,345.4579544,421.2901883,,
1048159,18,9,1988,AC,210,188,29,384,F,110,,325.7962913,397.3125504,484.5275005,,
1501,8,8,1992,AC,157,111,28,140,JM,23,,122.6899514,149.6218919,182.4657218,,
1983,22,2,1972,IC,188,166,28,223,F,25,,189.5929328,231.2108936,281.9645044,,
18416,,3,1988,MEM,64,41,28,11.59,J,37,,10.27627204,12.53203907,15.28297448,,
31768,7,2,1992,AC,126,94,28,70,JF,49,,60.92914254,74.30383237,90.61442972,,
33817B,6,1,1978,DN,191,182,28,254,M,57,,213.4178754,260.2657017,317.3971971,,
33817B,6,12,1978,DN,183,187,28,249,M,57,,206.824643,252.2251744,307.591676,,
557061,6,1,1978,DN,278,269,28,525,M,71,,440.0316202,536.6239271,654.4194232,,
558080A,4,2,1972,IC,283,224,28,839.5,M,73,,724.9863221,884.1296611,1078.206904,,
590752,15,1,1951,WD,242,182,28,680,,80,,591.2633642,721.0528832,879.3327843,,
837409,3,10,1986,DN,214,190,28,409,F,86,7 E,347.4415653,423.709226,516.7185683,,
851517,25,9,1985,DN,200,75,28,260,F,90,0 E,241.8978855,294.9974214,359.7529529,,
980968,18,12,1954,WD,190,164,28,300,F,101,,255.9183673,312.0955699,380.6043536,,
4096,9,1,1977,DN,173,159,27,164,JM,28,,138.5828685,169.0034982,206.1018271,,
22553,28,2,1971,IC,235,219,27,465,M,38,,392.0842118,478.1514778,583.1115583,,
32601,13,7,1988,AC,211,124,27,357,F,52,10 E,319.5274405,389.6676103,475.2044029,,
33761A,17,1,1988,MEM,97,66,27,30.59,J,57,,26.93301528,32.84514058,40.05504949,,
33817B,2,7,1976,DN,179,172,27,225,M,57,,188.7975657,230.2409338,280.7816266,,
65536A,26,9,1983,DN,228,204,27,490,F,67,15 E,415.7649272,507.030399,618.3297549,,
583679,10,10,1986,AC,182,175,27,273,F,78,0 E,229.0496566,279.3288495,340.6449384,,
968224,18,12,1954,WD,104,90,27,48,J,97,,40.93142317,49.91636972,60.87362161,,
1017407,8,10,1986,DN,196,98,27,355,F,105,10 E,322.7923387,393.6491935,480.0599921,,
1045553,28,9,1983,DN,175,78,27,190,F,109,0 E,174.4807726,212.78143,259.4895488,,
1046321,27,9,1983,DN,183,128,27,273,F,109,0 E,239.5618322,292.1485758,356.278751,,
18401,,,1972,IC,229,178,26,478.4,M,37,,414.1583215,505.0711238,615.9403949,,
30745,25,4,1971,IC,208,172,26,285.7,F,48,,245.2322817,299.0637581,364.7119002,,
33793A,21,2,1975,DN,217,207,26,420,F,57,,352.8343219,430.2857584,524.7387298,,
33817B,30,10,1975,DN,179,172,26,232,M,57,,194.6712678,237.4039851,289.517055,,
58425,8,5,1987,AC,197,82,26,417,F,63,,385.0187473,469.5350577,572.6037289,,
59199A,,,1986,AC,191,151,26,245,M,63,,211.6146935,258.0666994,314.7154871,,
66528,14,2,1950,WD,195,18,26,290,F,68,,284.7546475,347.2617652,423.4899576,,
559008B,18,2,1979,DN,212,201,26,398,F,74,,334.6781587,408.144096,497.7367024,,
575037,,,1986,DN,205,215,26,318,F,75,0 E,262.9639998,320.6878047,391.0826886,,
583225,13,5,1992,AC,205,206,26,300,F,77,,249.8896347,304.7434569,371.6383621,,
837177,3,10,1986,DN,195,190,26,335,F,86,0 E,280.4662288,342.0319863,417.1121784,,
851513,25,9,1985,DN,180,120,26,235,F,90,0 E,207.407045,252.9354207,308.4578302,,
851513,,,1986,DN,180,120,26,260,F,90,0 E,229.4716243,279.8434442,341.272493,,
851773,25,9,1985,DN,185,150,26,265,F,90,7 E,228.0938258,278.1632021,339.2234173,,
982077,10,9,1984,DN,206,130,26,373,F,102,0 E,331.2805958,404.0007265,492.6838128,,
982077,10,10,1986,DN,200,127,26,361,F,102,0 E,320.3994883,390.7310833,476.5013211,,
1041465,29,9,1983,DN,201,76,26,365,F,107,0 E,339.3914823,413.8920516,504.7464044,,
1046525A,,,1986,DN,197,188,26,348,F,110,0 E,292.3289495,356.4987189,434.7545352,,
19,24,2,1975,DN,259,267,25,610,M,18,,505.9215842,616.9775417,752.4116363,,
1073,30,9,1987,AC,217,196,25,404,JF,22,,342.3019211,417.4413672,509.074838,,
32768E,,,1986,DN,230,221,25,475,F,54,5 E,398.5742598,486.0661705,592.7636226,,
33824,15,2,1950,WD,255,227,25,680,M,58,,577.4238565,704.1754347,858.7505301,,
62481B,8,1,1977,DN,231,217,25,451,M,64,,379.8015617,463.1726362,564.8446783,,
459552,14,2,1950,WD,187,140,25,140,J,69,,121.8026141,148.5397733,181.1460649,,
459705,16,1,1988,MEM,138,168,25,96.27,J,69,,77.45355697,94.45555728,115.189704,,
557055,10,10,1986,AC,198,138,25,332,F,70,0 E,291.4620421,355.4415148,433.4652619,,
575265,,,1986,DN,197,182,25,308,F,75,7 E,260.0556511,317.1410379,386.7573633,,
583225,10,10,1986,DN,188,206,25,319,F,77,0 E,261.7622716,319.2222824,389.2954664,,
587680A,20,11,1987,AC/LG,210,190,25,325,F,78,12 E,275.2951435,335.7257848,409.4216888,,
967713,24,9,1985,DN,180,90,25,210,F,96,0 E,190.9475806,232.8629032,283.9791503,,
982944,18,12,1954,WD,100,71,25,40,J,103,,35.03592931,42.72674306,52.10578422,,
1034047A,30,9,1983,DN,211,179,25,395,F,107,0 E,337.8112446,411.9649325,502.3962591,,
1048511,26,9,1983,DN,211,125,25,400,F,111,0 E,357.7111389,436.2330962,531.9915807,,
18304,14,4,1971,IC,191,156,24,295.7,F,36,,254.2587287,310.0716204,378.1361224,,
30623A,,4,1988,MEM,132.1,60,24,102.2,J,47,,93.70654615,114.2762758,139.3613119,,
33777A,17,1,1988,MEM,93,70,24,34.82,J,57,,30.27289472,36.91816429,45.02215158,,
59327,5,11,1986,AC/LG,197,160,24,331,F,63,11 E,284.8349783,347.3597296,423.6094263,,
59389,3,10,1986,AC,261,212,24,585,M,64,,503.4025265,613.9055201,748.6652684,,
62489,18,1,1976,DN,272,236,24,720,M,64,,613.7350603,748.4573906,912.7529154,,
574495,28,2,1953,WD,125,105,24,76,JF,75,,65.0892518,79.37713635,96.80138579,,
587680A,6,10,1987,AC,215,193,24,330,F,78,11 E,279.8657454,341.2996895,416.2191335,,
836641,3,10,1986,AC,223,227,24,468,F,85,15 E,388.9834467,474.3700569,578.5000694,,
1034225,2,10,1986,AC,184,176,24,264,F,107,7 E,221.6847729,270.3472841,329.6918098,,
16384,,,1986,DN,211,134,23,374,F,32,,331.9332407,404.796635,493.6544329,,
25280,12,11,1971,IC,261,227,23,500,M,39,,426.0538146,519.5778227,633.631491,,
32318,,2,1988,MEM,64.9,59,23,13.42,J,51,,11.35925951,13.8527555,16.89360427,,
32768B,12,2,1992,AC,205,205,23,330,M,54,,275.1016636,335.4898336,409.1339435,,
33821D,25,9,1985,DN,202,175,23,265,F,58,0 E,225.9389623,275.5353199,336.0186828,,
59296B,26,9,1985,DN,201,108,23,250,F,63,0 E,225.7898198,275.3534387,335.7968765,,
557568,29,11,1953,WD,150,141,23,134,JM,72,,112.8342046,137.6026886,167.8081568,,
575281,,,1986,DN,192,211,23,337,F,75,0 E,276.3871114,337.057453,411.0456744,,
587581,9,10,1986,AC,188,161,23,291,F,78,0 E,248.5274482,303.0822539,369.6125047,,
820249,17,12,1954,WD,210,195,23,410,F,84,,345.9032603,421.8332443,514.4307857,,
836625,17,12,1954,WD,155,134,23,116,JF,85,,98.93222717,120.6490575,147.132997,,
837631,2,10,1986,DN,206,166,23,319,F,86,0 E,274.8086531,335.1325038,408.6981753,,
849725,30,9,1986,DN,183,119,23,254,F,88,0 E,224.825263,274.17715,334.3623781,,
976689,23,9,1985,DN,211,151,23,321,F,99,0 E,280.8864378,342.5444364,417.7371175,,
1033279,28,2,1988,AC,220,69,23,365,F,106,,343.5009011,418.9035379,510.857973,,
928B,,,1986,DN,210,194,22,390,F,21,,329.2939289,401.577962,489.729222,,
1809,7,8,1992,AC,185,100,22,240,F,24,,216.6322281,264.185644,322.1776146,,
29729,20,11,1987,AC/LG,208,215,22,360,F,45,14 E,298.4400573,363.9512893,443.8430358,,
33600,17,5,1950,WD,195,79,22,369,,56,,341.3992425,416.3405397,507.7323655,,
58397,15,2,1950,WD,215,130,22,270,,62,,240.929002,293.8158561,358.3120196,,
59193,4,2,1972,IC,258,270,22,619.5,M,63,,512.4755151,624.9701403,762.1587077,,
62527,,,1986,AC/LG,181,118,22,243,F,65,7 E,215.0256691,262.2264257,319.7883241,,
64537A,6,1,1977,DN,241,228,22,596,M,66,,501.349235,611.4015061,745.6115928,,
557984A,5,10,1987,AC,207,200,22,380,F,72,10 E,318.5759315,388.5072335,473.7893091,,
558880A,21,5,1978,DN,167,117,22,113,J,74,,99.13941081,120.9017205,147.4411226,,
587745,,,1986,DN,208,92,22,310,F,79,0 E,284.8569861,347.3865685,423.6421566,,
849469,,,1986,DN,179,112,22,178,F,88,0 E,158.241606,192.9775683,235.3384979,,
851745,25,9,1985,DN,170,59,22,160,M,90,0 E,149.6364967,182.4835326,222.5408934,,
1034173,5,10,1987,AC,200,208,22,305,F,107,0 E,252.5798751,308.024238,375.6393146,,
1034225,29,9,1983,DN,188,177,22,245,F,107,0 E,206.249727,251.5240573,306.7366552,,
1041953,,,1986,DN,182,163,22,253,F,108,9 E,214.6389325,261.7547958,319.2131656,,
2560,8,2,1972,IC,186,99,21,224.5,F,27,,202.9441679,247.4928876,301.8205947,,
33597A,3,7,1976,DN,214,213,21,377,M,56,,314.5273158,383.5698973,467.7681674,,
33760B,4,10,1987,AC,193,87,21,190,F,56,0 E,174.319037,212.5841915,259.249014,,
559072,22,5,1972,DN,198,176,21,276,M,74,,234.4180791,285.8757062,348.62891,,
587711,8,10,1986,DN,191,180,21,313,F,79,10 E,263.4538748,321.2852132,391.8112356,,
884736,17,12,1954,WD,145,104,21,108,JF,92,,94.47742626,115.2163735,140.5077725,,
951357,25,9,1985,DN,185,82,21,230,F,94,0 E,211.3092551,257.6942135,314.261236,,
980925,11,9,1984,DN,218,137,21,418,F,101,0 E,371.4203962,452.9517027,552.3801252,,
1017855,30,9,1983,DN,210,201,21,430,F,106,0 E,361.0398936,440.2925532,536.942138,,
1091949,7,11,1992,AC,203,183,21,340,F,108,4 E,288.1610398,351.4159022,428.5559783,,
465,4,2,1972,IC,159,121,20,129.5,J,19,,112.4264882,137.1054734,167.2017969,,
14337A,18,2,1972,IC,255,251,20,656.6,M,31,,548.8010684,669.2695956,816.1824336,,
18233,11,11,1971,IC,254,242,20,560,M,35,,470.5373568,573.8260449,699.7878596,,
26425,12,11,1987,LG/AC,215,226,20,387,F,42,13 E,319.8964665,390.117642,475.753222,,
32321,22,7,1988,AC,193,183,20,281,F,51,0 E,236.2899636,288.1584922,351.4127953,,
557054,21,11,1953,WD,162,124,20,156,J,72,,135.3289164,165.0352639,201.262517,,
558905,,,1986,DN,206,162,20,355,F,74,,306.8458218,374.2022217,456.3441728,,
720897,15,1,1951,WD,96,61,20,20,J,81,,17.74935432,21.64555405,26.39701714,,
850961,9,10,1986,DN,211,192,20,426,F,89,11 E,360.5320657,439.6732509,536.1868913,,
851937,25,9,1985,DN,174,134,20,160,F,91,0 E,138.6864603,169.1298297,206.2558899,,
852992,17,12,1954,WD,263,153,20,750,M,92,,671.9877175,819.4972164,999.3868493,,
968704,18,12,1954,WD,138,120,20,106,J,98,,90.3259673,110.1536187,134.3336813,,
1015841,28,2,1988,AC,198,100,20,312,F,104,,283.4338033,345.6509797,421.525585,,
1041949,19,7,1988,AC,197,184,20,298,F,108,0 E,251.182616,306.3202634,373.5612968,,
1041953,29,9,1983,DN,185,162,20,233,F,108,0 E,198.3406111,241.8787941,294.9741391,,
50,4,2,1972,IC,204,170,19,279.5,F?,18,,239.6473384,292.2528517,356.4059167,,
17464,1,2,1988,MEM,89.2,41,19,29.3,J,33,,26.83827483,32.72960345,39.91415055,,
26144A,11,5,1992,AC,255,272,19,690,M,41,,568.9031079,693.7842779,846.0783877,,
26621,,11,1987,AC/LG,194,180,19,320,F,44,10 E,270.0067506,329.2765252,401.556738,,
31770A,8,2,1992,AC,134,113,19,84,JF,49,,71.90040224,87.68341737,106.9309968,,
951327,18,12,1954,WD,142,89,19,120,JM,94,,106.6596347,130.0727253,158.6252747,,
1047601,26,9,1983,DN,221,200,19,430,F,110,0 E,364.2233855,444.1748604,541.676659,,
1881,6,11,1992,AC,159,141,18,125,JF,25,,106.205346,129.5187147,157.949652,,
2013,7,8,1992,AC,133,72,18,94,JF,26,,84.83520154,103.4575629,126.1677596,,
3057,18,2,1972,IC,122,104,18,57.2,J,28,,48.88413532,59.61479917,72.70097459,,
31833,21,11,1988,AC,231,200,18,407,F,50,,347.0397771,423.2192403,516.1210248,,
32065B,19,9,1988,AC,179,173,18,282,F,50,,236.405134,288.2989439,351.5840779,,
63487,6,11,1986,AC/LG,186,176,18,263,F,66,0 E,221.2263402,269.7882197,329.0100241,,
583673,9,10,1986,DN,187,167,18,253,F,77,0 E,214.7318627,261.8681252,319.3513722,,
820287,5,10,1986,AC,228,238,18,522,M,84,,432.0086923,526.8398686,642.4876447,,
821177,,,1986,DN,169,155,18,243,F,85,0 E,205.4055939,250.4946268,305.4812521,,
980985,10,9,1984,DN,196,172,18,298,F,101,0 E,253.5908968,309.2571913,377.1429162,,
1014784,18,12,1954,WD,192,117,18,300,F,104,,267.4738988,326.1876815,397.7898555,,
1033785,30,9,1983,DN,192,180,18,300,F,107,8 E,252.720056,308.1951903,375.847793,,
14367,18,2,1972,IC,225,199,17,376.6,F,31,,320.1029024,390.3693931,476.0602355,,
17753,14,5,1992,AC,161,129,17,139,JM,34,,119.8386269,146.144667,178.2252037,,
26160,,2,1988,MEM,138.3,123,17,127.01,J,41,,107.8659705,131.5438665,160.4193494,,
29757,5,2,1992,AC,182,156,17,330,F,45,,281.7987557,343.6570192,419.0939259,,
29757,,11,1987,AC/LG,183,152,17,250,F,45,0 E,214.453868,261.5291073,318.9379357,,
32513,13,7,1988,AC,208,190,17,299,F,52,,252.8996285,308.4141811,376.114855,,
574521,,,1986,DN,217,187,17,360,F,75,12 E,307.1756018,374.6043924,456.8346249,,
821247,2,10,1986,DN,198,180,17,309,F,85,0 E,261.5507593,318.9643406,388.9809031,,
1041949,29,9,1983,DN,191,177,17,285,F,108,0 E,240.520667,293.3178866,357.7047397,,
1026,28,2,1972,IC,197,183,16,246,M,21,,207.5292878,253.0844973,308.6396308,,
15264,18,2,1972,IC,175,152,16,177.6,F?,31,,151.3641812,184.5904649,225.110323,,
17729,13,5,1992,AC,119,105,16,64,JF,34,,54.41809915,66.36353554,80.93114091,,
18241A,11,5,1992,AC,278,243,16,800,M,36,,681.18005,830.707378,1013.057778,,
50176A,6,8,1992,AC,211,211,16,510,M,60,,425.1571165,518.4842884,632.2979126,,
58385C,23,4,1976,DN,175,148,16,200,J,62,,171.1203859,208.6833975,254.4919481,,
65246,17,1,1988,MEM,74,77,16,15.65,J,67,,12.95908843,15.80376638,19.27288582,,
972800,18,12,1954,WD,118,90,16,70,J,98,,60.75312306,74.08917447,90.35265179,,
982841,10,10,1986,AC,201,152,16,348,F,103,0 E,302.3698421,368.7437099,449.6874511,,
1017825A,9,9,1984,DN,210,216,16,400,F,106,0 E,331.8791064,404.7306176,493.5739239,,
1041457,29,9,1983,DN,194,67,16,280,F,107,0 E,261.9468799,319.4474146,389.5700178,,
2045,28,2,1972,IC,196,185,15,248,F,26,,208.6915066,254.5018373,310.3680943,,
34785,16,7,1988,AC,215,185,15,349,F,59,11 E,297.8549047,363.2376887,442.9727911,,
63295,5,11,1986,AC/LG,203,182,15,365,F,65,11 E,309.6073027,377.5698813,460.4510748,,
557089A,12,8,1992,AC,136,76,15,90,JF,71,,80.97042948,98.74442619,120.4200319,,
821183,,,1986,DN,197,183,15,312,,85,10 E,263.2078772,320.9852161,391.4453854,,
952313,24,9,1985,DN,208,185,15,345,F,96,0 E,292.9960709,357.3122816,435.7466849,,
968637,,10,1986,DN,199,146,15,290,F,97,0 E,252.9639709,308.4926474,376.2105456,,
1949,8,8,1992,AC,207,176,14,280,F,25,,239.3834995,291.931097,356.0135329,,
25660,,2,1988,MEM,80.8,61,14,21.02,J,40,,18.26785122,22.27786734,27.16813091,,
575393,,,1986,DN,218,211,14,437,F,76,0 E,366.2577659,446.6558121,544.7022098,,
917521,17,12,1954,WD,194,199,14,330,M,92,,273.9271754,334.057531,407.387233,,
982833,9,10,1986,DN,216,220,14,459,F,102,0 E,381.4662162,465.2027027,567.3203691,,
