"","JULDAY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SOILMOIST3","POOLDEP","TDEEP","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP"
"1",1,0,14.4162130355835,14.3811340332031,70.1073532104492,70.2665710449219,5.57574272155762,12.2263441085815,2.55999994277954,0,12.7815065383911,90,0,2.1544189453125,0,0,0,0
"2",1,60,13.2041397094727,13.0546875,72.7914886474609,73.5059204101562,5.59244918823242,12.2629776000977,2.55999994277954,0,12.7815065383911,90,0,0.72503662109375,0,0,0,0
"3",1,120,13.1056671142578,13.0111389160156,76.2721862792969,76.7452697753906,5.6091570854187,12.2996129989624,2.55999994277954,0,12.7815065383911,90,0,0.8822021484375,0,0,0,0
"4",1,180,13.0510015487671,12.9798583984375,79.6132888793945,79.9846115112305,5.63149976730347,12.3486070632935,2.55999994277954,0,12.7815065383911,90,3.04758741549449e-05,1.046142578125,0,0,0,0
"5",1,240,13.0140037536621,12.9573669433594,84.0048141479492,84.3168258666992,5.63584327697754,12.3581304550171,2.55999994277954,0,12.7815065383911,90,0.107336632907391,1.27728271484375,0,0,0,0
"6",1,300,13.0682153701782,12.9833374023438,83.8500747680664,84.3168258666992,5.62297010421753,12.3299026489258,2.55999994277954,0,12.7815065383911,85.6571578979492,28.6609001159668,1.31390380859375,0,0,0,0
"7",1,360,13.6263999938965,13.411376953125,80.3877563476562,81.522102355957,5.61009693145752,12.3016748428345,2.55999994277954,0,12.7815065383911,75.1703643798828,134.337356567383,1.67794799804688,0,0,0,0
"8",1,420,14.5772752761841,14.1502075195312,75.196907043457,77.3044738769531,5.59722375869751,12.2734470367432,2.55999994277954,0,12.7815065383911,64.1403884887695,267.993103027344,2.33761596679688,0,0,0,0
"9",1,480,15.7773475646973,15.1035766601562,69.9937438964844,73.0868377685547,5.58435010910034,12.2452182769775,2.55999994277954,0,12.7815065383911,52.835376739502,402.674957275391,3.24893188476562,0,0,0,0
"10",1,540,17.0789451599121,16.1476440429688,64.9088897705078,68.8692092895508,5.57147789001465,12.2169904708862,2.55999994277954,0,12.7815065383911,41.5549125671387,528.859680175781,4.25531005859375,0,0,0,0
