"","x"
"752",0
"753",0
"754",0
"755",0
"756",0
"757",0
"758",0
"759",0
"760",21.6000003814697
"761",12.8999996185303
"762",0
"763",0
"764",0
"765",0
"766",0
"767",0
"768",0
"769",0
"770",0
"771",0
"772",0
"773",0
"774",0
"775",0
"776",0
"777",0
"778",0
"779",0
"780",0
"781",0
"782",0
"783",0
"784",0
"785",0
"786",1.60000002384186
"787",11.3999996185303
"788",0
"789",0
"790",0
"791",0
"792",0
"793",0
"794",28
"795",24.6000003814697
"796",0
"797",5.69999980926514
"798",4.30000019073486
"799",18.3999996185303
"800",0
"801",24.1000003814697
"802",5.80000019073486
"803",0
"804",0
"805",0
"806",0
"807",0
"808",0
"809",0
"810",0
"811",0
"812",20.7999992370605
"813",0
"814",0
"815",0
"816",0
"817",0
"818",2.79999995231628
"819",8.19999980926514
"820",0
"821",0
"822",0
"823",0
"824",0
"825",0
"826",20
"827",19.7000007629395
"828",0
"829",0
"830",0
"831",0
"832",0
"833",0
"834",17.5
"835",0
"836",17.2000007629395
"837",0
"838",0
"839",0
"840",0
"841",0
"842",0
"843",0
"844",0
"845",0
"846",0
"847",0
"848",0
"849",0
"850",11.8999996185303
"851",0
"852",0
"853",0
"854",0
"855",2.09999990463257
"856",0
"857",0
"858",0
"859",0
"860",0
"861",0
"862",0
"863",20.8999996185303
"864",48.2000007629395
"865",2.5
"866",2
"867",0
"868",0
"869",0
"870",0
"871",0
"872",0
"873",0
"874",0
"875",0
"876",19.8999996185303
"877",64.4000015258789
"878",0
"879",9.30000019073486
"880",10.8000001907349
"881",0
"882",1.5
"883",8.5
"884",0
"885",0
"886",0
"887",0
"888",0
"889",2.09999990463257
"890",0
"891",0
"892",1.70000004768372
"893",38
"894",26.2000007629395
"895",28.8999996185303
"896",12.3000001907349
"897",0
"898",0
"899",0
"900",0
"901",0
"902",0
"903",0
"904",0
"905",0
"906",0
"907",0
"908",0
"909",0
"910",0
"911",0
"912",0
"913",23.5
"914",1.79999995231628
"915",1.60000002384186
"916",0
"917",0
"918",0
"919",7
"920",0
"921",0
"922",0
"923",0
"924",0
"925",0
"926",0
"927",13.1999998092651
"928",10.1999998092651
"929",26.7000007629395
"930",23.8999996185303
"931",1.20000004768372
"932",1.60000002384186
"933",0
"934",0
"935",0
"936",0
"937",4.40000009536743
"938",0
"939",0
"940",0
"941",0
"942",0
"943",1.20000004768372
"944",15.1999998092651
"945",7.09999990463257
"946",18.7999992370605
"947",7.09999990463257
"948",0
"949",0
"950",0
"951",0
"952",0
"953",14.5
"954",3.59999990463257
"955",0
"956",0
"957",25
"958",6.59999990463257
"959",0
"960",0
"961",0
"962",24
"963",0
"964",0
"965",0
"966",0
"967",0
"968",0
"969",0
"970",0
"971",0
"972",0
"973",2
"974",0
"975",0
"976",0
"977",0
"978",0
"979",6.09999990463257
"980",1.60000002384186
"981",0
"982",0
"983",0
"984",0
"985",0
"986",13.3000001907349
"987",9.19999980926514
"988",9.69999980926514
"989",0
"990",0
"991",5.80000019073486
"992",0
"993",5.30000019073486
"994",0
"995",0
"996",0
"997",0
"998",4.90000009536743
"999",0
"1000",4.69999980926514
"1001",0
"1002",0
"1003",0
"1004",0
"1005",0
"1006",0
"1007",0
"1008",24.7999992370605
"1009",4.09999990463257
"1010",0
"1011",0
"1012",0
"1013",0
"1014",0
"1015",4.30000019073486
"1016",0
"1017",0
"1018",0
"1019",0
"1020",0
"1021",0
"1022",0
"1023",14.1000003814697
"1024",0
"1025",0
"1026",1.70000004768372
"1027",3.09999990463257
"1028",0
"1029",9.60000038146973
"1030",9.80000019073486
"1031",8.39999961853027
"1032",0
"1033",16.7999992370605
"1034",1.70000004768372
"1035",0
"1036",0
"1037",0
"1038",18.3999996185303
"1039",10.3000001907349
"1040",4.30000019073486
"1041",0
"1042",0
"1043",10.5
"1044",24
"1045",8.69999980926514
"1046",48.5
"1047",0
"1048",0
"1049",0
"1050",0
"1051",2.20000004768372
"1052",5.90000009536743
"1053",0
"1054",4.30000019073486
"1055",2
"1056",0
"1057",0
"1058",10.1000003814697
"1059",0
"1060",0
"1061",55.2999992370605
"1062",4.40000009536743
"1063",0
"1064",0
"1065",0
"1066",0
"1067",0
"1068",0
"1069",0
"1070",0
"1071",0
"1072",0
"1073",0
"1074",0
"1075",4.40000009536743
"1076",2.59999990463257
"1077",26.3999996185303
"1078",22.3999996185303
"1079",0
"1080",0
"1081",0
"1082",6.30000019073486
"1083",0
"1084",0
"1085",0
"1086",0
"1087",0
"1088",23.8999996185303
"1089",0
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",7.40000009536743
"1096",8.89999961853027
"1097",33
"1098",9.80000019073486
"1099",0
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0
"1105",0
"1106",0
"1107",0
"1108",0
"1109",0
"1110",0
"1111",0
"1112",0
"1113",0
"1114",0
"1115",0
"1116",0
"1117",3.79999995231628
"1118",3.40000009536743
"1119",23.3999996185303
"1120",0
"1121",0
"1122",0
"1123",0
"1124",74.3000030517578
"1125",4.09999990463257
"1126",0
"1127",0
"1128",0
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0
"1139",4.19999980926514
"1140",17.7000007629395
"1141",2.09999990463257
"1142",13
"1143",0
"1144",0
"1145",0
"1146",0
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",0
"1164",0
"1165",0
"1166",7
"1167",11.3000001907349
"1168",0
"1169",0
"1170",0
"1171",0
"1172",0
"1173",0
"1174",0
"1175",16.5
"1176",0
"1177",0
"1178",0
"1179",0
"1180",0
"1181",0
"1182",0
"1183",18.2999992370605
"1184",0
"1185",0
"1186",0
"1187",1.5
"1188",1.79999995231628
"1189",10.6000003814697
"1190",8.60000038146973
"1191",19.6000003814697
"1192",18.1000003814697
"1193",0
"1194",56
"1195",4.19999980926514
"1196",0
"1197",0
"1198",0
"1199",0
"1200",0
"1201",0
"1202",0
"1203",1.79999995231628
"1204",22.8999996185303
"1205",0
"1206",0
"1207",0
"1208",18
"1209",2
"1210",0
"1211",0
"1212",0
"1213",0
"1214",0
"1215",0
"1216",0
"1217",0
"1218",0
"1219",0
"1220",0
"1221",6.5
"1222",31.3999996185303
"1223",0
"1224",0
"1225",0
"1226",0
"1227",21.3999996185303
"1228",2.59999990463257
"1229",0
"1230",3
"1231",0
"1232",0
"1233",0
"1234",0
"1235",0
"1236",0
"1237",0
"1238",0
"1239",0
"1240",0
"1241",0
"1242",0
"1243",0
"1244",22.3999996185303
"1245",26.2999992370605
"1246",21.6000003814697
"1247",23.3999996185303
"1248",9.10000038146973
"1249",36.4000015258789
"1250",4.59999990463257
"1251",0
"1252",0
"1253",0
"1254",0
"1255",0
"1256",14
"1257",4.19999980926514
"1258",9.60000038146973
"1259",0
"1260",0
"1261",0
"1262",0
"1263",0
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",0
"1270",0
"1271",16.3999996185303
"1272",14.6000003814697
"1273",0
"1274",16
"1275",13.8000001907349
"1276",0
"1277",0
"1278",0
"1279",0
"1280",0
"1281",0
"1282",0
"1283",0
"1284",0
"1285",0
"1286",0
"1287",0
"1288",0
"1289",0
"1290",0
"1291",0
"1292",0
"1293",0
"1294",0
"1295",3.09999990463257
"1296",22.5
"1297",16.5
"1298",6
"1299",0
"1300",0
"1301",0
"1302",0
"1303",9.19999980926514
"1304",0
"1305",0
"1306",0
"1307",0
"1308",0
"1309",0
"1310",0
"1311",0
"1312",0
"1313",0
"1314",0
"1315",0
"1316",0
"1317",15.6999998092651
"1318",8.89999961853027
"1319",0
"1320",0
"1321",0
"1322",0
"1323",5.90000009536743
"1324",8.19999980926514
"1325",5.30000019073486
"1326",4.59999990463257
"1327",0
"1328",1.39999997615814
"1329",0
"1330",0
"1331",0
"1332",15.1000003814697
"1333",54.5999984741211
"1334",0
"1335",0
"1336",0
"1337",2.20000004768372
"1338",7.69999980926514
"1339",0
"1340",0
"1341",0
"1342",9
"1343",0
"1344",10
"1345",2.79999995231628
"1346",12.5
"1347",3.79999995231628
"1348",0
"1349",1.70000004768372
"1350",3.20000004768372
"1351",16.7000007629395
"1352",0
"1353",0
"1354",0
"1355",0
"1356",0
"1357",0
"1358",0
"1359",0
"1360",0
"1361",0
"1362",0
"1363",0
"1364",0
"1365",0
"1366",2.70000004768372
"1367",22.5
"1368",22.7999992370605
"1369",23.5
"1370",0
"1371",2.29999995231628
"1372",5.90000009536743
"1373",0
"1374",0
"1375",2.09999990463257
"1376",22.3999996185303
"1377",1.70000004768372
"1378",2.20000004768372
"1379",11.3999996185303
"1380",0
"1381",0
"1382",0
"1383",6.59999990463257
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",4.69999980926514
"1397",5.90000009536743
"1398",3.09999990463257
"1399",4.19999980926514
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",3.79999995231628
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",2.29999995231628
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",3.40000009536743
"1427",9.19999980926514
"1428",2.29999995231628
"1429",0
"1430",0
"1431",3.40000009536743
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",8.19999980926514
"1440",11.1999998092651
"1441",0
"1442",0
"1443",0
"1444",0
"1445",0
"1446",0
"1447",0
"1448",0
"1449",0
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",8.5
"1457",7.69999980926514
"1458",0
"1459",2.70000004768372
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",1.20000004768372
"1477",0
"1478",0
"1479",0
"1480",0
"1481",0
"1482",0
"1483",0
"1484",0
"1485",6.90000009536743
"1486",0
"1487",0
"1488",0
"1489",0
"1490",1.5
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",0
"1500",0
"1501",0
"1502",11.8000001907349
"1503",1.39999997615814
"1504",0
"1505",0
"1506",2.09999990463257
"1507",0
"1508",0
"1509",0
"1510",0
"1511",0
"1512",0
"1513",0
"1514",0
"1515",0
"1516",0
"1517",0
"1518",0
"1519",0
"1520",3.79999995231628
"1521",5.40000009536743
"1522",0
"1523",0
"1524",0
"1525",0
"1526",0
"1527",7.69999980926514
"1528",0
"1529",0
"1530",0
"1531",0
"1532",1.5
"1533",0
"1534",0
"1535",0
"1536",0
"1537",0
"1538",0
"1539",0
"1540",0
"1541",0
"1542",0
"1543",0
"1544",0
"1545",2.59999990463257
"1546",2.09999990463257
"1547",0
"1548",0
"1549",0
"1550",0
"1551",0
"1552",33.5999984741211
"1553",0
"1554",0
"1555",0
"1556",0
"1557",0
"1558",0
"1559",0
"1560",0
"1561",0
"1562",6.80000019073486
"1563",0
"1564",0
"1565",0
"1566",0
"1567",0
"1568",0
"1569",0
"1570",0
"1571",7.59999990463257
"1572",0
"1573",0
"1574",0
"1575",0
"1576",0
"1577",0
"1578",0
"1579",0
"1580",0
"1581",0
"1582",0
"1583",0
"1584",0
"1585",3.09999990463257
"1586",5.30000019073486
"1587",0
"1588",0
"1589",0
"1590",8.89999961853027
"1591",8.39999961853027
"1592",0
"1593",0
"1594",0
"1595",0
"1596",0
"1597",0
"1598",8
"1599",0
"1600",0
"1601",0
"1602",0
"1603",0
"1604",14.3999996185303
"1605",8.10000038146973
"1606",0
"1607",2.09999990463257
"1608",0
"1609",0
"1610",0
"1611",0
"1612",0
"1613",0
"1614",0
"1615",0
"1616",0
"1617",0
"1618",1.20000004768372
"1619",0
"1620",0
"1621",0
"1622",0
"1623",0
"1624",0
"1625",4.19999980926514
"1626",10.1000003814697
"1627",41.2999992370605
"1628",8.10000038146973
"1629",0
"1630",0
"1631",0
"1632",1.60000002384186
"1633",13.5
"1634",2.79999995231628
"1635",5.5
"1636",0
"1637",0
"1638",23.2000007629395
"1639",0
"1640",0
"1641",0
"1642",0
"1643",0
"1644",0
"1645",0
"1646",0
"1647",0
"1648",0
"1649",0
"1650",0
"1651",0
"1652",0
"1653",0
"1654",0
"1655",0
"1656",1.70000004768372
"1657",5.80000019073486
"1658",6.90000009536743
"1659",9.5
"1660",10.1999998092651
"1661",1.60000002384186
"1662",0
"1663",0
"1664",0
"1665",0
"1666",0
"1667",0
"1668",0
"1669",0
"1670",17.1000003814697
"1671",0
"1672",0
"1673",0
"1674",0
"1675",0
"1676",0
"1677",0
"1678",3.70000004768372
"1679",13.8999996185303
"1680",0
"1681",4.80000019073486
"1682",3.79999995231628
"1683",0
"1684",0
"1685",4.19999980926514
"1686",2.59999990463257
"1687",0
"1688",0
"1689",0
"1690",8.89999961853027
"1691",12.1999998092651
"1692",0
"1693",11.3000001907349
"1694",4.40000009536743
"1695",18.2999992370605
"1696",12.6999998092651
"1697",0
"1698",0
"1699",4.09999990463257
"1700",0
"1701",0
"1702",1.70000004768372
"1703",0
"1704",0
"1705",0
"1706",0
"1707",6.59999990463257
"1708",7.5
"1709",0
"1710",0
"1711",0
"1712",0
"1713",0
"1714",0
"1715",0
"1716",0
"1717",2.70000004768372
"1718",10.3000001907349
"1719",0
"1720",0
"1721",0
"1722",0
"1723",0
"1724",0
"1725",0
"1726",0
"1727",0
"1728",0
"1729",0
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",32.0999984741211
"1740",27.7000007629395
"1741",42.4000015258789
"1742",21.5
"1743",1.39999997615814
"1744",0
"1745",0
"1746",0
"1747",0
"1748",16.7999992370605
"1749",2.70000004768372
"1750",0
"1751",1.39999997615814
"1752",31.6000003814697
"1753",1.79999995231628
"1754",3.20000004768372
"1755",0
"1756",3.79999995231628
"1757",0
"1758",0
"1759",0
"1760",38.5
"1761",10.6000003814697
"1762",0
"1763",11.3000001907349
"1764",29
"1765",9.80000019073486
"1766",2.20000004768372
"1767",0
"1768",0
"1769",0
"1770",0
"1771",0
"1772",0
"1773",0
"1774",3.09999990463257
"1775",0
"1776",3.40000009536743
"1777",44.2999992370605
"1778",20.8999996185303
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",3.90000009536743
"1785",39.7999992370605
"1786",60.7999992370605
"1787",13.8000001907349
"1788",0
"1789",0
"1790",0
"1791",2.5
"1792",0
"1793",0
"1794",0
"1795",20.7000007629395
"1796",20.5
"1797",13.1999998092651
"1798",8.89999961853027
"1799",3.90000009536743
"1800",8.60000038146973
"1801",2.20000004768372
"1802",14.8000001907349
"1803",7.30000019073486
"1804",0
"1805",21.7999992370605
"1806",0
"1807",0
"1808",0
"1809",0
"1810",16.3999996185303
"1811",10.8000001907349
"1812",4.09999990463257
"1813",0
"1814",0
"1815",0
"1816",0
"1817",3.20000004768372
"1818",0
"1819",0
"1820",6
"1821",28.3999996185303
"1822",3.20000004768372
"1823",0
"1824",0
"1825",0
